"cellID","X95","X190","X285","X380","X475","X950","X1425","X1900","X4750","X9500","X14250","rep_num","Arc","Egr2","Nr4a1","center_x","center_y"
11,NA,1,"0.714285714285714","0.470588235294118","0.416666666666667","0.549450549450549","0.49171270718232","0.459016393442623","0.447352766210589","0.451364299104353","0.432013769363167",1,53,41,35,4705.86280714818,17307.4031377603
26,"1",0.833333333333333,"0.727272727272727","0.611111111111111","0.607142857142857","0.376623376623377","0.393333333333333","0.399280575539568","0.42037037037037","0.431993664620867","0.432775602230924",1,34,22,32,6444.92215336948,17227.3803368585
56,NA,1,"0.4","0.421052631578947","0.516129032258065","0.521276595744681","0.455089820359281","0.452459016393443","0.450991831971995","0.459488047387349","0.430922693266833",1,19,23,20,3782.12627797734,17106.6048469801
73,"1",0.857142857142857,"0.636363636363636","0.5","0.512820512820513","0.504132231404959","0.486725663716814","0.424242424242424","0.449972051425377","0.444793096685625","0.431752873563218",1,57,35,40,5284.95198056801,17020.6802781561
89,"1",1,"0.692307692307692","0.5","0.5","0.484126984126984","0.476394849785408","0.42257217847769","0.450495049504951","0.446480795476701","0.431628018168778",1,25,24,38,5264.49085684431,16965.6605872779
90,"1",0.833333333333333,"0.769230769230769","0.461538461538462","0.5","0.531746031746032","0.482758620689655","0.455026455026455","0.453260869565217","0.450765864332604","0.431419939577039",1,21,9,20,4744.79531931773,16970.5993325387
94,"1",0.833333333333333,"0.666666666666667","0.619047619047619","0.475","0.532258064516129","0.478260869565217","0.458885941644562","0.453065653825285","0.451882845188285","0.431438935912938",1,70,49,52,4672.15328467153,16960.6724939886
99,"1",1,"0.642857142857143","0.590909090909091","0.473684210526316","0.508771929824561","0.469387755102041","0.422459893048128","0.448767123287671","0.444659817794146","0.43200762086211",1,54,59,95,5391.49347943514,16942.0144283407
123,NA,0.888888888888889,"0.692307692307692","0.535714285714286","0.461538461538462","0.507462686567164","0.473029045643154","0.461152882205514","0.450369588173178","0.451149990171024","0.431304138594803",1,9,9,10,4704.27195467422,16861.7155803068
125,"1",0.857142857142857,"0.578947368421053","0.548387096774194","0.525","0.431818181818182","0.445714285714286","0.504225352112676","0.453455168475157","0.463195315767461","0.430989421281892",1,36,11,9,3426.15874753668,16849.7660192545
126,NA,1,"0.75","0.535714285714286","0.447368421052632","0.472868217054264","0.465116279069767","0.428927680798005","0.450584484590861","0.445082280903176","0.431500355534487",1,18,9,3,5393.80123231401,16841.3113171804
128,NA,0.857142857142857,"0.611111111111111","0.454545454545455","0.435897435897436","0.409090909090909","0.443786982248521","0.511494252873563","0.454545454545455","0.464","0.431122767578369",1,4,34,39,3262.90229215229,16831.0965449984
129,"1",0.8,"0.733333333333333","0.565217391304348","0.51219512195122","0.515384615384615","0.460905349794239","0.461152882205514","0.451238798102267","0.452184179456907","0.431169456822835",1,61,22,33,4609.09467849224,16832.7548911238
272,"1",0.8,"0.538461538461538","0.565217391304348","0.566666666666667","0.503496503496504","0.478114478114478","0.459745762711864","0.450752062105774","0.454751987883378","0.430798524336546",1,21,7,4,4222.9982124617,16374.5652401609
322,"1",0.833333333333333,"0.545454545454545","0.666666666666667","0.655172413793103","0.533333333333333","0.479166666666667","0.501529051987768","0.462895377128954","0.481416318451726","0.430899525214936",1,32,21,24,1753.21796443899,16228.2945983756
333,"0.666666666666667",0.833333333333333,"0.636363636363636","0.666666666666667","0.607142857142857","0.540816326530612","0.487046632124352","0.5","0.462107208872458","0.482888054758225","0.431087683209051",1,41,8,12,1674.32152455412,16195.5966712871
335,NA,0.833333333333333,"0.666666666666667","0.583333333333333","0.5","0.504424778761062","0.488038277511962","0.497206703910615","0.458430913348946","0.480421686746988","0.431128602259744",1,3,16,6,1970.51964107677,16192.0019331463
341,NA,1,"0.5","0.642857142857143","0.578947368421053","0.525","0.468208092485549","0.494983277591973","0.460399227301996","0.484343320567695","0.431517509727626",1,15,20,7,1421.17545820295,16184.2578689598
347,NA,1,"0.4","0.315789473684211","0.379310344827586","0.330434782608696","0.310679611650485","0.328173374613003","0.373965802537231","0.420794678802731","0.426889437093519",1,25,24,26,8617.99048374306,16159.5914384211
515,"1",0.8,"0.722222222222222","0.648648648648649","0.622641509433962","0.515923566878981","0.510416666666667","0.495515695067265","0.466842105263158","0.476605225845655","0.429119247897081",1,4,11,11,2115.68140868141,15754.2458551477
553,"1",0.8,"0.666666666666667","0.5","0.483870967741935","0.353741496598639","0.358433734939759","0.367088607594937","0.418309242225142","0.434472703709704","0.426763717805151",1,14,7,12,6998.99458483755,15677.0591146189
560,"0.666666666666667",0.875,"0.7","0.594594594594595","0.54","0.527272727272727","0.516891891891892","0.495575221238938","0.468229166666667","0.476343223736969","0.429539295392954",1,2,15,31,2106.20066518847,15672.4544476648
573,NA,1,"0.8","0.6875","0.483870967741935","0.342657342657343","0.359281437125749","0.381370826010545","0.425917926565875","0.434761519805982","0.42674588050667",1,32,17,8,6819.04283634851,15646.0327467151
578,"1",1,"0.75","0.647058823529412","0.5","0.342465753424658","0.361194029850746","0.370567375886525","0.421098140942499","0.434796642995481","0.426715933266152",1,8,11,1,6924.4239363988,15633.0290012758
608,NA,0.8,"0.75","0.545454545454545","0.4375","0.342465753424658","0.36094674556213","0.383161512027491","0.427047781569966","0.435807020355826","0.426620396283443",1,12,8,7,6752.3148694187,15560.100435239
627,"1",0.8,"0.7","0.625","0.454545454545455","0.337837837837838","0.348214285714286","0.378283712784588","0.420333190944041","0.435357882990595","0.426480446927374",1,29,20,9,6957.47811017877,15535.8611084478
652,"1",0.9,"0.6","0.625","0.542857142857143","0.520325203252033","0.483679525222552","0.5","0.464469178082192","0.459421061978334","0.430190442808739",1,26,19,18,3584.14067547724,15468.7621740096
657,"1",0.833333333333333,"0.642857142857143","0.666666666666667","0.642857142857143","0.507575757575758","0.507462686567164","0.504","0.465337954939341","0.460959885386819","0.429676511954993",1,33,17,16,3427.1204379562,15464.5970740466
658,"1",0.875,"0.692307692307692","0.666666666666667","0.636363636363636","0.511627906976744","0.5","0.504038772213247","0.46405510116229","0.46031746031746","0.429724985371562",1,103,63,56,3507.16954643629,15467.7965593469
706,NA,1,"0.5","0.166666666666667","0.25","0.28","0.297297297297297","0.301020408163265","0.349865229110512","0.426300099370653","0.424969589737919",1,21,29,12,9527.99843041507,15390.2414665516
775,"1",0.857142857142857,"0.631578947368421","0.542857142857143","0.568627450980392","0.564705882352941","0.53314121037464","0.506172839506173","0.466697717745692","0.467369199482344","0.430326890956812",1,61,42,45,2560.56195228822,15280.1083327886
801,"1",0.833333333333333,"0.5","0.529411764705882","0.557692307692308","0.565714285714286","0.535612535612536","0.497400346620451","0.469349555451568","0.467753891771683","0.430293626163762",1,62,44,37,2482.56388059701,15230.8384275437
824,"0.5",0.818181818181818,"0.681818181818182","0.617647058823529","0.574074074074074","0.577380952380952","0.533898305084746","0.508591065292096","0.465477823502515","0.466203872853489","0.430130486358244",1,11,6,0,2644.13813979086,15207.8227288769
865,"0",0.833333333333333,"0.6","0.483870967741935","0.411764705882353","0.455089820359281","0.465116279069767","0.472268907563025","0.462452107279693","0.452584787619361","0.428294573643411",1,18,8,3,4390.21791107383,15137.8854181778
894,"1",0.857142857142857,"0.8","0.645161290322581","0.5625","0.568627450980392","0.531791907514451","0.507223113964687","0.462505418292154","0.462665489849956","0.429641770077265",1,58,55,53,3032.15769793529,15105.1573650784
916,"1",0.818181818181818,"0.75","0.633333333333333","0.607843137254902","0.595092024539877","0.528571428571429","0.515248796147673","0.464411247803163","0.463492627464914","0.42981220657277",1,53,41,56,2875.60539795114,15063.9234253678
923,NA,0.8,"0.588235294117647","0.444444444444444","0.466666666666667","0.451219512195122","0.472934472934473","0.46523178807947","0.460899131091802","0.452571428571429","0.427920746982464",1,26,8,28,4331.47509754418,15042.6636292606
936,"1",0.8,"0.7","0.606060606060606","0.625","0.601190476190476","0.528248587570621","0.511961722488038","0.465555068012286","0.463405989721779","0.429627023223082",1,27,17,16,2832.07007007007,15014.6270545289
959,"1",0.833333333333333,"0.647058823529412","0.59375","0.541666666666667","0.56687898089172","0.524355300859599","0.513470681458003","0.463768115942029","0.461458152079346","0.429487927213344",1,44,21,29,3043.95200984413,14979.0724433139
971,"1",1,"0.611111111111111","0.612903225806452","0.553191489361702","0.6","0.52991452991453","0.516693163751987","0.463035019455253","0.46215978928885","0.429707602339181",1,4,20,31,2922.03437269826,14983.7189708375
1017,"0.666666666666667",0.833333333333333,"0.4375","0.428571428571429","0.461538461538462","0.369426751592357","0.408963585434174","0.392190152801358","0.433281613653995","0.439570277529096","0.425468247811149",1,21,16,20,6796.93740279938,14888.8394735965
1039,"1",1,"0.363636363636364","0.19047619047619","0.272727272727273","0.424657534246575","0.35031847133758","0.377256317689531","0.390677966101695","0.435074626865672","0.424646954986761",1,10,8,8,8364.60007765482,14859.4343981276
1062,"1",1,"0.333333333333333","0.5","0.53125","0.536585365853659","0.508571428571429","0.503236245954693","0.463252541047694","0.457365627073656","0.428489505677257",1,5,10,23,3582.27431421446,14815.1942218436
1112,"1",0.875,"0.555555555555556","0.571428571428571","0.555555555555556","0.555555555555556","0.537467700258398","0.486656200941915","0.471748878923767","0.465314834578442","0.429379196607374",1,53,30,35,2358.47620904836,14730.7145488094
1158,"1",0.8,"0.611111111111111","0.538461538461538","0.577777777777778","0.548913043478261","0.532828282828283","0.488188976377953","0.47032170367014","0.467406876790831","0.430140545647809",1,44,45,37,2213.74257002352,14673.7965256357
1173,"1",0.8,"0.631578947368421","0.551724137931034","0.581395348837209","0.556179775280899","0.534526854219949","0.491499227202473","0.471011235955056","0.466145370534921","0.429413151072354",1,20,8,9,2272.56201181177,14646.4395581642
1214,"1",0.8,"0.4375","0.5","0.520833333333333","0.486338797814208","0.474874371859296","0.479661016949153","0.469147894221352","0.474907063197026","0.430219978362784",1,13,32,39,1648.52705208158,14579.5736478017
1277,"1",0.857142857142857,"0.733333333333333","0.555555555555556","0.567567567567568","0.431372549019608","0.398809523809524","0.415692821368948","0.433076640997433","0.440080275229358","0.424881333480517",1,21,16,11,6886.9162944261,14459.6370565196
1302,"0.666666666666667",0.8,"0.538461538461538","0.5","0.488372093023256","0.508474576271186","0.488997555012225","0.489763779527559","0.467945718296678","0.47008855955178","0.430962839843286",1,15,44,30,1841.55100841982,14428.8897999941
1327,NA,1,"0.6","0.333333333333333","0.40625","0.45859872611465","0.404761904761905","0.436102236421725","0.466442953020134","0.441059602649007","0.425810750777432",1,22,16,10,5320.47770552717,14389.9857696072
1342,NA,0.8,"0.727272727272727","0.571428571428571","0.463414634146341","0.425806451612903","0.47075208913649","0.453674121405751","0.469588854909956","0.444645550527903","0.426560929297442",1,36,34,24,4610.67053789731,14374.1996893581
1343,"1",0.857142857142857,"0.733333333333333","0.56","0.461538461538462","0.446540880503145","0.411411411411411","0.415410385259631","0.433765298776098","0.439988623435722","0.424787551042931",1,9,12,8,6830.68101205959,14367.1286511243
1348,"1",1,"0.8","0.620689655172414","0.536585365853659","0.56969696969697","0.541884816753927","0.524087591240876","0.471813725490196","0.459718026183283","0.429066944155394",1,31,22,17,2675.23887850467,14354.9671902721
1373,NA,1,"0.5","0.48","0.461538461538462","0.416666666666667","0.45983379501385","0.446570972886762","0.470627727425311","0.443846268879916","0.426214890771288",1,42,41,43,4774.69017419246,14331.1812354221
1374,"1",0.875,"0.666666666666667","0.592592592592593","0.571428571428571","0.55421686746988","0.547803617571059","0.523952095808383","0.472918350848828","0.460076679446574","0.428127159640636",1,24,11,24,2746.39518900344,14324.4569056429
1377,"1",0.857142857142857,"0.6875","0.518518518518518","0.463414634146341","0.442307692307692","0.406626506024096","0.418333333333333","0.432568149210904","0.440498089712749","0.424710424710425",1,38,18,34,6885.90128755365,14321.40478129
1390,"1",1,"0.6875","0.533333333333333","0.5","0.427631578947368","0.423880597014925","0.424242424242424","0.429956896551724","0.440321670428894","0.424569916188796",1,16,9,10,6954.65153137717,14298.8673864757
1392,"1",0.909090909090909,"0.7","0.612903225806452","0.6","0.556213017751479","0.54040404040404","0.513828238719068","0.474646716541978","0.461642446772558","0.429200463499421",1,36,8,24,2502.71250591389,14281.7754490597
1436,"1",0.833333333333333,"0.642857142857143","0.566666666666667","0.487179487179487","0.435897435897436","0.419452887537994","0.427350427350427","0.431455897980871","0.440561403508772","0.424476295479603",1,18,13,22,6892.79512108892,14235.7081334423
1438,"1",1,"0.6","0.576923076923077","0.527777777777778","0.426666666666667","0.468390804597701","0.472668810289389","0.472398795583807","0.445508982035928","0.4265625",1,8,7,2,4506.24,14238.8823081407
1443,"1",1,"0.736842105263158","0.642857142857143","0.6","0.526315789473684","0.543147208121827","0.522496371552975","0.473962571196094","0.460524119512602","0.428307976025818",1,33,32,38,2623.99626204997,14225.2173204292
1452,"1",0.857142857142857,"0.833333333333333","0.689655172413793","0.609756097560976","0.544378698224852","0.537859007832898","0.522693997071742","0.473196291817815","0.459611875932991","0.42827562406534",1,24,27,25,2679.77459954233,14207.9317866065
1455,"1",0.8,"0.6875","0.551724137931034","0.577777777777778","0.549707602339181","0.536523929471033","0.517441860465116","0.47392574050897","0.462671406805485","0.42928413969138",1,9,7,7,2411.19263970922,14220.817809914
1480,"1",0.9,"0.736842105263158","0.612903225806452","0.585365853658537","0.54601226993865","0.541772151898734","0.517543859649123","0.475760065735415","0.460970287057244","0.429016980478226",1,32,21,24,2492.37213660975,14175.8321837522
1482,"0.5",0.8,"0.4375","0.259259259259259","0.24390243902439","0.270491803278689","0.256521739130435","0.238356164383562","0.311606632361349","0.42647560559536","0.424305861613045",1,11,13,36,11304.4165295301,14207.2258405063
1502,"0.666666666666667",0.833333333333333,"0.692307692307692","0.714285714285714","0.619047619047619","0.538461538461538","0.535433070866142","0.531851851851852","0.474960254372019","0.459871984244215","0.427719137218908",1,68,84,59,2727.91183924692,14149.9130325779
1515,"0",0.8,"0.714285714285714","0.7","0.617647058823529","0.450980392156863","0.416201117318436","0.431561996779388","0.466449511400651","0.442395005675369","0.425364882795223",1,48,40,31,5704.32507110931,14120.8193804387
1545,NA,0.833333333333333,"0.666666666666667","0.625","0.575","0.448979591836735","0.423295454545455","0.427852348993289","0.454635433850214","0.441804891762721","0.424881333480517",1,10,13,20,6023.95553673513,14090.9360803131
1547,NA,0.8,"0.846153846153846","0.739130434782609","0.636363636363636","0.414473684210526","0.413597733711048","0.431596091205212","0.464343861934223","0.442191240670328","0.425005522421029",1,18,11,8,5848.58645276292,14069.4905460953
1575,NA,0.833333333333333,"0.636363636363636","0.555555555555556","0.514285714285714","0.463576158940397","0.410919540229885","0.431818181818182","0.4701540436457","0.441309255079007","0.425381384037143",1,4,18,46,5560.06309021499,14033.1921761605
1587,NA,0.8,"0.6","0.592592592592593","0.595238095238095","0.439189189189189","0.421511627906977","0.419795221843003","0.453469253535021","0.442246063814964","0.424787551042931",1,23,9,10,6114.30949383027,14023.4253212544
1607,"1",0.833333333333333,"0.9","0.590909090909091","0.540540540540541","0.456375838926175","0.410112359550562","0.429738562091503","0.470137336314277","0.441469227533997","0.425052468794875",1,32,20,52,5664.02074330164,13994.5944300721
1629,NA,1,"0.6875","0.620689655172414","0.634146341463415","0.444444444444444","0.421511627906977","0.414023372287145","0.45814406229721","0.442147613762486","0.424787551042931",1,11,17,46,6013.68854936199,13962.4423826172
1638,"1",0.875,"0.785714285714286","0.708333333333333","0.628571428571429","0.446666666666667","0.423728813559322","0.428571428571429","0.468003820439351","0.441098564059668","0.424881333480517",1,33,18,25,5754.51743197279,13941.4386671619
1646,"1",0.8,"0.833333333333333","0.636363636363636","0.621621621621622","0.448979591836735","0.422535211267606","0.429738562091503","0.46937480165027","0.441020635805912","0.424928240229631",1,56,23,34,5674.94188767551,13931.7437999795
1665,NA,0.833333333333333,"0.722222222222222","0.692307692307692","0.647058823529412","0.427586206896552","0.420749279538905","0.420361247947455","0.464251668255481","0.441404090657822","0.424787551042931",1,49,47,41,5891.1275028334,13898.0896878271
1683,"1",0.833333333333333,"0.571428571428571","0.5","0.515151515151515","0.416058394160584","0.422222222222222","0.395390070921986","0.393225331369661","0.440379403794038","0.424305861613045",1,21,6,10,8216.74785591767,13870.3141528622
1697,"1",0.833333333333333,"0.421052631578947","0.382352941176471","0.446808510638298","0.47027027027027","0.475","0.467987804878049","0.480655439235321","0.471216097987752","0.430333646616541",1,8,12,10,1632.00712589074,13825.0200590536
1699,"1",0.8,"0.777777777777778","0.764705882352941","0.558823529411765","0.48951048951049","0.548104956268222","0.50796178343949","0.478380233356211","0.449065702230259","0.426427771556551",1,9,10,13,3631.08717948718,13817.9154171519
1707,"1",0.833333333333333,"0.615384615384615","0.695652173913043","0.58974358974359","0.444444444444444","0.423631123919308","0.433993399339934","0.469668542839275","0.440358126721763","0.424787551042931",1,42,19,28,5708.15164001978,13819.2473976757
1712,"1",1,"0.642857142857143","0.5","0.5","0.513888888888889","0.557142857142857","0.523885350318471","0.481847021501586","0.451485148514851","0.426325247079964",1,15,31,68,3427.36087336245,13802.209581816
1713,"1",0.857142857142857,"0.8","0.6","0.513513513513513","0.503401360544218","0.550143266475645","0.518341307814992","0.479513888888889","0.450219730262161","0.426200089726335",1,11,23,24,3525.917271018,13813.978441976
1720,"1",0.857142857142857,"0.8","0.631578947368421","0.542857142857143","0.493243243243243","0.543859649122807","0.515822784810127","0.479489831092727","0.449185765983112","0.42639480170289",1,18,8,9,3570.56511681703,13785.4008698084
1729,NA,0.833333333333333,"0.583333333333333","0.541666666666667","0.514285714285714","0.476190476190476","0.416666666666667","0.438655462184874","0.448867313915858","0.440778799351001","0.424305861613045",1,13,27,24,6432.6685191825,13762.9825872757
1732,"1",1,"0.8","0.521739130434783","0.529411764705882","0.523809523809524","0.545714285714286","0.520833333333333","0.481069815908302","0.450015101177892","0.426314019948448",1,50,40,37,3493.56798899335,13757.0433832056
1788,"1",0.833333333333333,"0.615384615384615","0.478260869565217","0.571428571428571","0.523809523809524","0.546511627906977","0.525316455696203","0.484596746278989","0.44995477841423","0.426330532212885",1,24,26,14,3444.21551081283,13686.9672134798
